text,name,id,label,lang,translated
"Jotenkin ei yllätä, että sarjajumbon yhden pisteen mies heittää hattutempun juuri #Lukko'a vastaan.

Syvällä seilaa https://t.co/byLvhGs0zc",TonyLehti,1229365010,0,fi,"Somehow does not surprise that the series jumbo one point a man throwing a hat-trick just # Lukko'a against.

Deep in the sail https://t.co/byLvhGs0zc"
#NAME?,TonyLehti,1229365010,0,fi,#NAME?
#NAME?,TonyLehti,1229365010,0,fi,#NAME?
"Tilannepäivitys klo. 20.20:
JYP 5-1 ja Tarmo -4.
0+3 JYP:n maaleihin.
Vahvaa tekemistä. Perjantaina vilttiin, kiito https://t.co/q5DtMOOR8K",TonyLehti,1229365010,0,fi,"Situation Update at. 20.20:
JYP 5-1 and Tarmo -4.
0 + 3 JYP paints.
Strong things to do. On Friday, blanket,, runway https://t.co/q5DtMOOR8K"
"Tilannepäivitys klo.19.35:
JYP 3-1 ja Tarmo - 3.
Jatketaan. 
#Lukko #Liiga https://t.co/s0AtYrZDE0",TonyLehti,1229365010,0,fi,"Situation Update klo.19.35:
JYP 3-1 and Tarmo - 3.
Go on.
#Lukko #Liiga https://t.co/s0AtYrZDE0"
"- Kun miettii Heinolan viimeistä viikkoa ja lähtökohtia tähän otteluun, on tasoero Tarmo Reunaseen suorastaan uskom https://t.co/q2u6t1d20M",TonyLehti,1229365010,0,fi,"- When thinking of Heinola last week and starting points to this match, is the difference in level Tarmo Edge Seen downright uskom https://t.co/q2u6t1d20M"
"Tarmo Reunanen, tule pois sieltä.

Nyt ne Nemecekin polvet vaikka jesarilla kuntoon ja mies kaukaloon. Huonommin ei https://t.co/kztm5SEx11",TonyLehti,1229365010,0,fi,"Tarmo Reunanen, come out of there.

Now they Nemecekin knees jesarilla even if the condition of a man and a trough. Worse is not https://t.co/kztm5SEx11"
"Suuri päivä on koittanut.
Bonon ja Heinolan paluu.

Näin odottavaiset tunnelmat uuden puolustajan debyytin suhteen https://t.co/PYvVXpjKNn",TonyLehti,1229365010,1,fi,"The big day has finally come.
Bono and Heinola return.

Thus, with respect to those that wait moods new defender to debut https://t.co/PYvVXpjKNn"
"Marraskuun mj-tauko on yleensä ollut ajankohta, jolloin fanit toivovat vahvistuksia paikkaamaan alkukaudella havait https://t.co/k2SZQYC0af",TonyLehti,1229365010,1,fi,On November mj-break has generally been the time when the fans hope for reinforcements place on the beginning of the period detec https://t.co/k2SZQYC0af
"@IhalainenTuro @pauli_vuohijoki Ville Heinola - Robin Press.

Nopeasti voisi mutuilla, että vain taivas on rajana j https://t.co/iqu5afzEM5",TonyLehti,1229365010,0,fi,"@IhalainenTuro @pauli_vuohijoki Ville Heinola - Robin Press.

Rapidly could minnow in that only the sky is the limit j https://t.co/iqu5afzEM5"
RT @Osasto41: @Hopeyhdistys @ilveshockey #Ilves #Ilvesperhe #Tampere #Liiga https://t.co/PHZQXskPJO,ilveshockey,454739528,0,und,RT @Osasto41: @Hopeyhdistys @ilveshockey #Ilves #Ilvesperhe #Tampere #Liiga https://t.co/PHZQXskPJO
"Perjantai-ilta, täpötäysi Hakametsä ja kauden neljäs paikallispeli! 

 Pe 13.12. Tappara-Ilves
 Liput: https://t.co/0LfBu3yDMI",ilveshockey,454739528,0,fi,"On Friday evening, a jam-packed Hakametsä and the fourth local game of the season!

Fri 13.12. Tappara-Ilves
Tickets: https://t.co/0LfBu3yDMI"
"Liigan sarjataulukko 

Kärpät 71
Tappara 63
#ILVES 56 
JYP 55
HIFK 53
HPK 48
-----
Lukko 45
KooKoo 44
SaiPa 38
Ka https://t.co/nUJasWvUB5",ilveshockey,454739528,0,fi,"League Standings

Kärpät 71
Tappara 63
#ILVES 56
JYP 55
HIFK 53
HPK 48
-----
lock 45
KooKoo 44
SaiPa 38
Ka https://t.co/nUJasWvUB5"
"RT @ilvesmaskotti:  Kuuden ottelun voittoputkessa!

#Ilves #Liiga https://t.co/g8Wdz2y55L",ilveshockey,454739528,0,fi,"RT @ilvesmaskotti: six-match winning streak!

#Ilves #Liiga https://t.co/g8Wdz2y55L"
Ilveksen viiden ottelun voittoputki sai tänään jatkoa Vaasassa. Ilves iski avauserässä kolme maalia kuuteen ja puol https://t.co/ja38kQU9dD,ilveshockey,454739528,0,fi,Ilves five-match winning streak got today a continuation of Vaasa. Ilves struck three goals in the first round six and half https://t.co/ja38kQU9dD
"Vaasan Sport kaatuu Kuparisaaressa!

#Ilves #Liiga https://t.co/YTzzmrmpze",ilveshockey,454739528,0,et,"Vaasan Sport kaatuu Kuparisaaressa!

#Ilves #Liiga https://t.co/YTzzmrmpze"
"2:28 jäljellä. Ilves johtaa maalilla. Sport hakee tasoitusta ilman maalivahtia.

#TaisteleIlves
#TaisteleIlves https://t.co/WP4sdhe7Q8",ilveshockey,454739528,0,fi,"2:28 remaining. Ilves lead paint. Sport searching for an equalizer without goalkeeper.

#TaisteleIlves
#TaisteleIlves https://t.co/WP4sdhe7Q8"
"Viimeinen kymppi kovassa vauhdissa Vaasassa - tästä tulee vielä hurja loppu! 

52 min Sport vs. Ilves 2-3

#Ilves https://t.co/MirVI4rr5g",ilveshockey,454739528,0,fi,"The last ten Vaasa at high speeds - this becomes still rattling the end!

52 min Sport vs Ilves 2-3

#Ilves https://t.co/MirVI4rr5g"
"Sport iskee ylivoimalla toistamiseen.

2-3.



#Ilves #Liiga",ilveshockey,454739528,0,fi,"Sport superiority strikes again.

2-3.



#Ilves #Liiga"
"Kolmannen erän alkuun Ilveksen illan ensimmäinen ylivoima. 

#Ilves #Liiga",ilveshockey,454739528,0,fi,"the beginning of the third installment of the lynx tonight's first overwhelming.

#Ilves #Liiga"
"Kolmas erä käyntiin Vaasassa!

Hoidetaan pisteet Tampereelle!

#Ilves #Liiga https://t.co/fXKuxU6Yvg",ilveshockey,454739528,0,fi,"The third installment started in Vaasa, Finland!

Let's score Tampere!

#Ilves #Liiga https://t.co/fXKuxU6Yvg"
"Toisessä erässä oltiin vaasalaisessa mankelissa.

 Torjunnat:
Hovinen/Stefan 11+7
Dostl 8+15

#Ilves #Liiga https://t.co/GlLSknXHO2",ilveshockey,454739528,0,fi,"In the second period we were kind of Vaasa mangle.

Saves:
Hovinen / Stefan 11 + 7
Dostl 8 + 15

#Ilves #Liiga https://t.co/GlLSknXHO2"
 https://t.co/NUmYhpOhi8,ilveshockey,454739528,0,und,RT @Osasto41: @Hopeyhdistys @ilveshockey #Ilves #Ilvesperhe #Tampere #Liiga https://t.co/PHZQXskPJO
"Toinen erä käyntiin Vaasassa!

#Ilves #Liiga https://t.co/3w5289SnPe",ilveshockey,454739528,0,fi,"The second batch started in Vaasa, Finland!

#Ilves #Liiga https://t.co/3w5289SnPe"
"Dancin' on the Copper Island 

Ilves johtaa Vaasassa avauserän jälkeen maalein 0-3!

#Ilves #Liiga #Telia | Liiga https://t.co/6B6TRrWceT",ilveshockey,454739528,0,fi,"Dancin 'on the Copper Island

Ilves result in Vaasa after the opening installment maalein 0-3!

#Ilves #Liiga #Telia | League https://t.co/6B6TRrWceT"
"Tästä me tykkäämme. 

Juomatauon kautta kohti  erää.

#Ilves #Liiga https://t.co/fevnpH4rEJ",ilveshockey,454739528,0,fi,"This is what we we like.

Drinking through a break per lot.

#Ilves #Liiga https://t.co/fevnpH4rEJ"
"Onnistunut valmistautuminen. 

3:59 @RauTeemu (Elorinne, Antonen) 0-1
4:24 @MMaccelli (@ikonen_joona, Salmela) 0- https://t.co/ITob3bBTkb",ilveshockey,454739528,1,fi,"Successful Preparation.

3:59 @RauTeemu (Elorinne, Antonen) 0-1
4:24 @MMaccelli (@ikonen_joona, Salmela) 0 https://t.co/ITob3bBTkb"
RT @anni_maatta: Pirkanmaalaista puhuria Kuparisaaressa! #pekkapouta https://t.co/acrDYiEqhF,ilveshockey,454739528,0,fi,RT @anni_maatta: Pirkanmaa kind of puhuria Copper island! #pekkapouta https://t.co/acrDYiEqhF
Ilves siirtyy 0-3-johtoon Teemu Lepauksen maalilla. Rautiainen ampuu neliön keskeltä ja Lepaus laittaa irtokiekon u https://t.co/vyAh8XYVQU,ilveshockey,454739528,0,fi,Ilves moves to 0-3 lead after Teemu Lepauksen paint. Rautiainen hit square in the middle and put Lepaus irtokiekon u https://t.co/vyAh8XYVQU
"Säävaroitus on annettu!

 0-3 Lepaus!

#Ilves #Liiga https://t.co/tbJUek9sZ9",ilveshockey,454739528,0,fi,"Weather warnings have been given!

0-3 Lepaus!

#Ilves #Liiga https://t.co/tbJUek9sZ9"
Ilves siirtyy kahden maalin johtoon! Tuomas Salmela toimittaa kiekon maalille ja @MMaccelli on ensimmäisenä paikall https://t.co/Bwa2ZLts7E,ilveshockey,454739528,1,fi,Ilves moves two-goal lead! Tuomas Salmela supply reel coat and @MMaccelli is the first LOCAL https://t.co/Bwa2ZLts7E
" 0-2 Maccelli!

#Ilves #Liiga https://t.co/U19wnbrTQi",ilveshockey,454739528,0,it,"0-2 Maccelli!

#Ilves #Liiga https://t.co/U19wnbrTQi"
@RauTeemu Ilves avaa maalihanat neljän peliminuutin jälkeen! Tänään kapteenin C-kirjainta kantava @RauTeemu hakee i https://t.co/ojnHmex318,ilveshockey,454739528,0,fi,"@RauTeemu Ilves opens the taps finish the game after four minutes! Today, the master bearing the letter C @RauTeemu searches i https://t.co/ojnHmex318"
" 0-1 Rautiainen!

#Ilves #Liiga @RauTeemu https://t.co/Vh3wpPNFiS",ilveshockey,454739528,0,fi,"0-1 Rautiainen!

#Ilves #Liiga @RauTeemu https://t.co/Vh3wpPNFiS"
"LET'S GO! 

 #VaasanSport vs. #Ilves https://t.co/VaTnIyUM2C",ilveshockey,454739528,0,en,LET'S GO! 
"Kanna ylpeenä. 

 @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA

#Ilves #Liiga https://t.co/6OreqdiQ3f",ilveshockey,454739528,0,fi,Kanna ylpeenä. 
 Me kaikki tänään. https://t.co/9XyhzlN2vL,ilveshockey,454739528,0,fi,"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW"
"Kypärän remmi kireelle ja let's go! 

Kiekko jäähän Vaasassa klo 18:30. Elä mukana:

 klo 17:30 @FunTampere 
 k https://t.co/DDiYKPTDSa",ilveshockey,454739528,0,fi, @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA
" Ilves tänään! 

 Ennakko: https://t.co/ACgw2ZTelY
 klo 17:30: @FunTampere 
 klo 18:00: @TelialovesLiiga 
 https://t.co/CU9Dywz2Em",ilveshockey,454739528,0,fi,"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW"
"Ilves matkustaa tänään Vaasaan, jossa se kohtaa kolmatta kertaa tällä kaudella Sportin. Kaksi ensimmäistä peliä on https://t.co/FHOWRNiE3y",ilveshockey,454739528,0,fi,#Ilves #Liiga https://t.co/6OreqdiQ3f
"Viime lauantain Ilves-ssät-ottelussa juhlistettiin Suomen itsenäisyyttä. 

Ennen ottelun alkua Kangasalan Miesla https://t.co/I7zkRGwGqV",ilveshockey,454739528,0,fi,"Last Saturday, the lynx-SSAT match celebrated the independence of Finland.

Before the start of the match Kangasalan Miesla https://t.co/I7zkRGwGqV"
"RT @ilvesmaskotti: Niin monta ystävää. 

#Ilves #Liiga  @tkoistinen https://t.co/0kqhxoI6mu",ilveshockey,454739528,0,fi,"@Ilvesmaskotti RT: So many friends.

#Ilves #Liiga @tkoistinen https://t.co/0kqhxoI6mu"
Keskiviikkona Ilves matkaa Kuparisaareen Vaasan Sportin vieraaksi ja perjantaina Tappara isännöi Hakametsässä kaude https://t.co/SsnVvKLlXh,ilveshockey,454739528,0,fi,"On Wednesday, Ilves Copper trip to the island as a guest Vaasan Sport and Friday will host the Haka Tappara forest kaude https://t.co/SsnVvKLlXh"
"Työnteko jatkuu - täysillä, mutta iloisella ilmeellä! 

#IloisellaIlmeellä #Ilves #Liiga  @AarnoVuorinen https://t.co/pnLuEWFTTX",ilveshockey,454739528,0,fi,"Work will continue - to the fullest, but joyful ilmeellä!

# IloisellaIlmeellä #Ilves #Liiga @AarnoVuorinen https://t.co/pnLuEWFTTX"
"RT @ilvesmaskotti: Kopo, minä &amp; Ilves-perhe. 

@kolppanen31 

#Ilves #Liiga  @SamiRaiskio https://t.co/eKQlT8qz4H",ilveshockey,454739528,0,lt,"Kanna ylpeenä. 

 @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA

#Ilves #Liiga https://t.co/6OreqdiQ3f"
Ystävykset siinä.  https://t.co/e78LzOMcSq,ilveshockey,454739528,0,fi,Friendster it. https://t.co/e78LzOMcSq
"Hei kaikki! Ystävämme Ipa on meidän matkassa mukana!

Ota @ilvesmaskotti seurantaan Twitterissä ja Instagramissa. https://t.co/FfEKZd4O7v",ilveshockey,454739528,1,fi,"Hey everybody! Our friend is our Ipa on the move!

Contact @ilvesmaskotti monitoring Twitter and Instagram. https://t.co/FfEKZd4O7v"
" Matias Maccelli 

@MMaccelli on ihastuttanut @smliiga-yleisöä huimilla otteillaan syksyn aikana ja 19-vuotiaalla https://t.co/XHUPkTyjXF",ilveshockey,454739528,0,fi,"Matias Maccelli

@MMaccelli has delighted @ smliiga-otteillaan audience with soaring during the fall and 19-year-old https://t.co/XHUPkTyjXF"
"Tämä on meidän yhteinen matkamme! 

#Ilves #Liiga  @tkoistinen https://t.co/0VDJKmeJmb",ilveshockey,454739528,0,fi,"This is our common journey!

#Ilves #Liiga @tkoistinen https://t.co/0VDJKmeJmb"
#NAME?,ilveshockey,454739528,0,fi,#NAME?
"We are lucky. We are the Kings!

#Ilves #Liiga https://t.co/nOh7BH07U4",ilveshockey,454739528,0,en,"We are lucky. We are the Kings!

#Ilves #Liiga https://t.co/nOh7BH07U4"
#NAME?,ilveshockey,454739528,0,und,"Kanna ylpeenä. 

 @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA

#Ilves #Liiga https://t.co/6OreqdiQ3f"
@miratyttone @tkoistinen @r1kuexposures ,ilveshockey,454739528,0,und,"Ja @eetu13 , 1-3."
" 9 PISTEEN VIIKKO 

Toista kertaa tällä kaudella.

Mikä fiilis?  Kuvaile GIF:llä!

#Ilves #Liiga  @tkoistinen https://t.co/80kCOpVnyC",ilveshockey,454739528,0,fi,"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW"
"Onnittelut merkkipaalusta, Kalle! 

Täksi kaudeksi Ilvekseen siirtynyt puolustaja on pelannut 300 liigaottelua teh https://t.co/uDDGECCBFv",ilveshockey,454739528,0,fi, https://t.co/KsyPwPBWZR
"Onnittelut merkkipaalusta, @JarkkoParikka! 

Koko @smliiga-uransa Ilvestä edustanut jykevä puolustaja on merkkautt https://t.co/YbPTJhSIez",ilveshockey,454739528,0,fi,"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW"
Ilves ja ssät väänsivät lauantaina liki kuudentuhannen katsojan edessä tiukan taistelun. Hyvällä taisteluilmeellä https://t.co/p6NEPgATiz,ilveshockey,454739528,0,fi,#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW
RT @lapaus75: hieno viikko: 9 pistettä ja kaikki legot tallella! https://t.co/ERC9sd7SdA,ilveshockey,454739528,0,fi,"RT @ lapaus75: fine week: 9 points, and all the Lego bricks intact! https://t.co/ERC9sd7SdA"
"Illan yleisömäärä 5981 - Ilves kiittää! 

#Ilves #Liiga  @tkoistinen https://t.co/PWTgpeA4tu",ilveshockey,454739528,0,fi,"The evening audience of 5981 - Ilves would like to thank!

#Ilves #Liiga @tkoistinen https://t.co/PWTgpeA4tu"
"Show jatkuu!

D-pääty: 
A-sivu: 
C-pääty: 
B-pääty: 

#Ilves #Liiga  @tkoistinen https://t.co/SlF1i058mC",ilveshockey,454739528,0,fi,"The show goes on!

D-end:
A page:
C-terminus:
B end:

#Ilves #Liiga @tkoistinen https://t.co/SlF1i058mC"
"""Ylä- ja alamäkiä on ollut itselläkin kuten koko joukkueella. Hienoasia on kuitenkin se, että kautta on vielä palj https://t.co/SNFXjpIZrI",TeamRaumanLukko,843229621,0,fi,"""The upper and downs have been like itself even with the entire team. However, the great thing is that it still ba https://t.co/SNFXjpIZrI"
"Kaivopuiston päiväkodissa lapsilta kysyttiin mitä toiveita heillä olisi. 

Pienen pojan toive oli, että pääsisi läm https://t.co/RMZW8LkRAg",TeamRaumanLukko,843229621,0,fi,"Kaivopuiston kindergarten children were asked what desires they might have.

The little boy's wish was that it would achieve thermal https://t.co/RMZW8LkRAg"
"Boom 

Mitä?
Yhteisöottelu Lukko - Sport

Milloin?
Maanantaina 30.12. klo 18.30

Paljon maksaa?
Ei mitään.

Miksi https://t.co/jw426V7R2t",TeamRaumanLukko,843229621,0,fi,"Boom

What?
Community Match Lock - Sport

When?
On Monday, 30.12. at 18:30

How much does it cost?
Nothing.

Why https://t.co/jw426V7R2t"
"Katsaus sairastuvalle, vko 50

Tapio Laakso, katsotaan päivä kerrallaan

Ville Petman, palannee joukkueharjoi https://t.co/pdDkL2jqdR",TeamRaumanLukko,843229621,0,fi,"Overview of the infirmary, Week 50

Tapio Laakso, is considered day at a time

Ville Petman, go back up joukkueharjoi https://t.co/pdDkL2jqdR"
#NAME?,TeamRaumanLukko,843229621,0,fi,#NAME?
"Hyvää maanantaita 

Tällä viikolla pelataan vain kerran. Perjantai-illan huumassa KalPaa vastaan.

#Lukko #liiga https://t.co/nwR8Us3dr7",TeamRaumanLukko,843229621,1,fi,"Have a good Monday

This week, played only once. Friday night frenzy against the Blades.

#Lukko #liiga https://t.co/nwR8Us3dr7"
"This Hockeytown has a sweet spot for goalies 

@rzapolski
@PVehanen
@OskariSetanen

#Lukko #liiga #JokaPäivä https://t.co/ESEENDs9pV",TeamRaumanLukko,843229621,0,en,"Kanna ylpeenä. 

 @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA

#Ilves #Liiga https://t.co/6OreqdiQ3f"
"Matsi pakettiin.

Raportti, kooste ja lehdistötilaisuus  https://t.co/KGMZu3nLrD

#Lukko #liiga #JokaPäivä https://t.co/6Jdsvn2lCq",TeamRaumanLukko,843229621,0,fi,"Matsi package.

The report, a summary and a press conference https://t.co/KGMZu3nLrD

#Lukko #liiga # Every Day https://t.co/6Jdsvn2lCq"
"Jälkihaastattelussa Ilkka Heikkinen manaili helppoja maaleja, mutta näki ylivoimapelin parantuneen huomattavasti  https://t.co/EQVweFxFck",TeamRaumanLukko,843229621,1,fi,"Tree In an interview with Ilkka Heikkinen manaili easy targets, but saw the dominance of the game has improved considerably https://t.co/EQVweFxFck"
"Hieno nousu tasoihin vain 5 sekuntia ennen pelin loppua.

KooKoo voittaa kuitenkin jatkoajalla.

#Lukko #liiga https://t.co/csl3YDLi2U",TeamRaumanLukko,843229621,1,fi,"A great increase in the levels of only five seconds before the end of the game.

However KooKoo to win in overtime.

#Lukko #liiga https://t.co/csl3YDLi2U"
"JD 

5 sekuntia ennen loppua , 3-3 

#Lukko #liiga #JokaPäivä https://t.co/80F9qGfqoY",TeamRaumanLukko,843229621,0,fi,"JD

5 seconds before the end, 3-3

#Lukko #liiga # Every Day https://t.co/80F9qGfqoY"
"Kristian Pospisilin 

Tilanne KooKoolle 2-3, 3 minuuttia jäljellä.

 https://t.co/3UPkWje0kl

#Lukko #liiga https://t.co/otlcQ6O6DP",TeamRaumanLukko,843229621,0,fi,"Kristian Pospisil

The situation KooKoolle 2-3, 3 minutes left.

https://t.co/3UPkWje0kl

#Lukko #liiga https://t.co/otlcQ6O6DP"
"Maalihanat 

2-2 tilanteessa päätöserään.

#Lukko #liiga #JokaPäivä https://t.co/bhWRdQ1Ky5",TeamRaumanLukko,843229621,0,fi,"paint Mixers

2-2 decision to a situation.

#Lukko #liiga # Every Day https://t.co/bhWRdQ1Ky5"
"Tarmo.

2-1.

#Lukko #liiga #JokaPäivä https://t.co/pzgOJGhkAy",TeamRaumanLukko,843229621,0,es,"Tarmo.

2-1.

#Lukko #liiga # JokaPäivä https://t.co/pzgOJGhkAy"
"

1-0

#Lukko #liiga #JokaPäivä https://t.co/SIuIyPAWJA",TeamRaumanLukko,843229621,0,und,Tat
"Ottelun avauskiekon pudotti 96-vuotias sotaveteraani Vilho Jokela 

#Lukko #liiga #JokaPäivä https://t.co/xuYY8UmB03",TeamRaumanLukko,843229621,0,fi,"Opening the disc into the match, dropped the 96-year-old war veteran Vilho Jokela

#Lukko #liiga # Every Day https://t.co/xuYY8UmB03"
"Viihdyttävä, hyvätunnelmainen ja energinen erä. Maalittomassa tilanteessa toiseen erän.

#Lukko #liiga #JokaPäivä https://t.co/RgDGL9Gu8M",TeamRaumanLukko,843229621,0,fi,"Entertaining, good ambience and energetic lot. Goalless situation to another batch.

#Lukko #liiga # Every Day https://t.co/RgDGL9Gu8M"
"1830

#Lukko #liiga #JokaPäivä https://t.co/Kt6s0PWNwy",TeamRaumanLukko,843229621,0,und,12
"Lähimmäiset kainaloon ja tänään hallille 

#Lukko #liiga #JokaPäivä https://t.co/KE8Ql2dfBg",TeamRaumanLukko,843229621,0,fi,"Relatives grab it and today hall

#Lukko #liiga # Every Day https://t.co/KE8Ql2dfBg"
"Valmennusjohdon nimeämä kokoonpano lauantai-iltaan.

#Lukko #liiga #JokaPäivä https://t.co/y3AJKLzXep",TeamRaumanLukko,843229621,0,fi,"Composition of Saturday evening appointed by the Management Coaching.

#Lukko #liiga # Every Day https://t.co/y3AJKLzXep"
"Poiminta 

Puolustaja Lukas Klokin marraskuu.

Hyvää tekemistä, 2+6=8 ja valinta  maajoukkueeseen.

#Lukko https://t.co/7L5PFvfz6R",TeamRaumanLukko,843229621,0,fi,"picking

Defender Lukas Klokin November.

Happy to do, 2 + 6 = 8 and the selection of the national team.

#Lukko https://t.co/7L5PFvfz6R"
"""Mun aikana KooKoo:ta ei ole kertaakaan voitettu täällä Raumalla. Pirun kova nälkä on saada toi ketju katki""

Video https://t.co/vZZmTj3dlt",TeamRaumanLukko,843229621,0,fi,"""During Mun KooKoo: ta has never won here in Rauma Devil's hungry is to have brought the chain broke.""

video https://t.co/vZZmTj3dlt"
"RT @ANuoret: TUTO Hockey - Lukko 1-2 JA

0-1 Eppu Karuvaara (Miska Kukkonen,, Miro Markkula)
1-2 VM Aleksi Kenttämaa (Juha Pukkila, Oliver",TeamRaumanLukko,843229621,0,fi,"RT @ANuoret: TUTO Hockey - Lock 1-2 AND

0-1 Scooter rugged confusion (Miska Kukkonen ,, Miro Markkula)
1-2 Ministry of Finance Aleksi Kenttämaa (Juha Pukkila, Oliver"
"Mittaamaton kunnioitus kaikille itsenäisyyden puolesta itsensä likoon laittaneille miehille ja naisille 

Rauhalli https://t.co/HJtxP9L4Vz",TeamRaumanLukko,843229621,0,fi,"Measure the carpet all the Respect for independence put themselves on the line for men and women

Rauhala https://t.co/HJtxP9L4Vz"
Gorillat ja apina hartioiltaan tuuletuksessaan hätyytellyt Eetu Koivistoinen raportissa. Mukana myös pitkähkö lehdi https://t.co/C6XclimgNz,TeamRaumanLukko,843229621,1,fi,hätyytellyt gorillas and a monkey on my shoulders airing of Eetu Koivistoinen report. Also involved in a lengthy sure you provide optimum https://t.co/C6XclimgNz
"Päävalmentaja Pekka Virta kertoo mistä tänään saatiin etulyöntiasema matsiin 

https://t.co/KsyPwPBWZR

#Lukko https://t.co/63cnqBcvN9",TeamRaumanLukko,843229621,1,fi,"Head coach Pekka Virta says from today to give an advantage over human players courtesy

https://t.co/KsyPwPBWZR

#Lukko https://t.co/63cnqBcvN9"
"Vaikeasta paikasta kaikki kolme pistettä 

#Lukko #liiga #JokaPäivä https://t.co/zWselE1r6a",TeamRaumanLukko,843229621,0,fi,"An awkward position all three points

#Lukko #liiga # Every Day https://t.co/zWselE1r6a"
"3 kelen pistettä 

Fiilis:

#Lukko #liiga #JokaPäivä https://t.co/RvLc5BUTpT",TeamRaumanLukko,843229621,0,fi,"Kelen 3 points

Vibes:

#Lukko #liiga # Every Day https://t.co/RvLc5BUTpT"
"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW",TeamRaumanLukko,843229621,0,und,"Ja @eetu13 , 1-3."
"Ponthus Westerholm vei johtoon, 1-2. 

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/BSm5fSPchy",TeamRaumanLukko,843229621,0,fi,"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW"
"Superkaksiminuuttinen 

Tästä Linus Nyman tasoitti.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/bwyx9yVNvd",TeamRaumanLukko,843229621,0,fi, https://t.co/KsyPwPBWZR
"KYLL 

 

1-3

#Lukko #liiga #JokaPäivä https://t.co/nXbfbUPj3e",TeamRaumanLukko,843229621,0,fi,"Ja @eetu13 , 1-3.

 https://t.co/KsyPwPBWZR

#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW"
"Swedish Hockey Mafia, 1-2 

#Lukko #liiga #JokaPäivä https://t.co/zgU0gMqWcx",TeamRaumanLukko,843229621,0,en,#Lukko #liiga #JokaPäivä https://t.co/8h4dyCa1zW
"Tärkeä tasoitus toisen erän lopussa, 1-1 

#Lukko #liiga #JokaPäivä https://t.co/NU0KrOPSlr",TeamRaumanLukko,843229621,0,fi,"An important handicap at the end of the second installment, 1-1

#Lukko #liiga # Every Day https://t.co/NU0KrOPSlr"
"Ehjä erä Lappeenrannassa. 0-0.

Torjunnat:
Westerholm 9
Lehtinen 5

#Lukko #liiga #JokaPäivä https://t.co/EF7wjCr7LN",TeamRaumanLukko,843229621,1,fi,"Undamaged item in Lappeenranta, Finland. 0-0.

Saves:
Westerholm 9
Lehtinen 5

#Lukko #liiga # Every Day https://t.co/EF7wjCr7LN"
"Kaikki alkaa olemaan valmista.

Vartin päästä peli käyntiin 

#Lukko #liiga #JokaPäivä https://t.co/avBBjkjw7a",TeamRaumanLukko,843229621,1,fi,"It all starts with going to be ready.

In fifteen minutes the game started

#Lukko #liiga # Every Day https://t.co/avBBjkjw7a"
Maamme itsenäisyyttä kunnioitetaan 7.12.2019 Lukko-KooKoo -ottelussa. Rauman Lukko on mukana tukemassa sotiemme mie https://t.co/FJl4ER7dlS,TeamRaumanLukko,843229621,1,fi,Our independence is respected 12/07/2019 Lock-KooKoo Ballgame. Rauma lock has been involved in supporting our war mie https://t.co/FJl4ER7dlS
"RT @ANuoret: 2001 syntynyt Lukko-kasvatti Onni Korkka debytoi tänään Liigassa! 

Tsemppiä Liigadebyyttiin! 

Voit tutustua Korkan kauden ti",TeamRaumanLukko,843229621,0,fi,"RT @ANuoret: 2001 born lock-boosted Happiness Korkka League debuted today!

Liigadebyyttiin Go for it!

You can explore the Korkan period ti"
"Kokoonpano illan otteluun.

Niklas Ylitalo ja Jesse Ruotsi kokoonpanoon, Onni Korkka 7. puolustaja. 

Vili Sopanen https://t.co/OscckMBHY2",TeamRaumanLukko,843229621,0,fi,"Composition of tonight's match.

Niklas Ylitalo and Jesse Swedish assembly, Happiness Korkka 7. defender.

Vili Sopanen https://t.co/OscckMBHY2"
